Posting Date,Document Type,Document No.,G/L Account No.,Description,Gen. Posting Type,Gen. Bus. Posting Group,Gen. Prod. Posting Group,Amount,Bal. Account Type,Bal. Account No.,Entry No.,Additional-Currency Amount,Department Code,FA Entry No.,FA Entry Type,G/L Account Name,IC Partner Code,Job No.,Project Code,Quantity,Reason Code,Reversed,Reversed by Entry No.,Reversed Entry No.,Source Code,User ID,VAT Amount
31/12/2022,Invoice,5578,5410,"Opening Entries, Vendors", ,,,"24,080.19",Vendor,10000,2520,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
31/12/2022,Invoice,5672,5410,"Opening Entries, Vendors", ,,,"-57,792.45",G/L Account,5410,2521,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
31/12/2022,Invoice,5672,5410,"Opening Entries, Vendors", ,,,"57,792.45",Vendor,10000,2522,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
02/01/2023,Invoice,108025,7140,Order 106001,Purchase,NATIONAL,RETAIL,-136.50,G/L Account,,2523,0.00,,0, ,"Disc. Received, Retail",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,-34.13
02/01/2023,Invoice,108025,5630,Order 106001, ,,,-34.13,G/L Account,,2524,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
02/01/2023,Invoice,108025,7110,Order 106001,Purchase,NATIONAL,RETAIL,"1,365.00",G/L Account,,2525,0.00,,0, ,"Purch., Retail - Dom.",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,341.26
02/01/2023,Invoice,108025,5630,Order 106001, ,,,341.26,G/L Account,,2526,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
02/01/2023,Invoice,108025,5410,Order 106001, ,,,"-1,535.63",G/L Account,,2527,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
02/01/2023,Invoice,2701,7120,VAG - Jürgensen 2023,Purchase,EU,RETAIL,"1,586.54",Vendor,49454647,2528,0.00,,0, ,"Purch., Retail - EU",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,396.64
02/01/2023,Invoice,2701,5630,VAG - Jürgensen 2023, ,,,396.64,G/L Account,,2529,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
02/01/2023,Invoice,2701,5620,VAG - Jürgensen 2023, ,,,-396.64,G/L Account,,2530,0.00,,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
02/01/2023,Invoice,2701,5420,VAG - Jürgensen 2023, ,,,"-1,586.54",G/L Account,7120,2531,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
03/01/2023,Invoice,2702,7120,VAG - Jürgensen 2023,Purchase,EU,RETAIL,"1,034.70",Vendor,49454647,2532,0.00,,0, ,"Purch., Retail - EU",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,258.68
03/01/2023,Invoice,2702,5630,VAG - Jürgensen 2023, ,,,258.68,G/L Account,,2533,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
03/01/2023,Invoice,2702,5620,VAG - Jürgensen 2023, ,,,-258.68,G/L Account,,2534,0.00,,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
03/01/2023,Invoice,2702,5420,VAG - Jürgensen 2023, ,,,"-1,034.70",G/L Account,7120,2535,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
04/01/2023,Invoice,108026,7140,Order 106002,Purchase,NATIONAL,RETAIL,-342.40,G/L Account,,2536,0.00,,0, ,"Disc. Received, Retail",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,-85.60
04/01/2023,Invoice,108026,5630,Order 106002, ,,,-85.60,G/L Account,,2537,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
04/01/2023,Invoice,108026,7110,Order 106002,Purchase,NATIONAL,RETAIL,"6,848.00",G/L Account,,2538,0.00,,0, ,"Purch., Retail - Dom.",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,"1,712.00"
04/01/2023,Invoice,108026,5630,Order 106002, ,,,"1,712.00",G/L Account,,2539,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
04/01/2023,Invoice,108026,5410,Order 106002, ,,,"-8,132.00",G/L Account,,2540,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
04/01/2023,Invoice,2706,7120,KKA Büromaschinen Gmbh 2023,Purchase,EU,RETAIL,"2,276.34",Vendor,49494949,2541,0.00,,0, ,"Purch., Retail - EU",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,569.09
04/01/2023,Invoice,2706,5630,KKA Büromaschinen Gmbh 2023, ,,,569.09,G/L Account,,2542,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
04/01/2023,Invoice,2706,5620,KKA Büromaschinen Gmbh 2023, ,,,-569.09,G/L Account,,2543,0.00,,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
04/01/2023,Invoice,2706,5420,KKA Büromaschinen Gmbh 2023, ,,,"-2,276.34",G/L Account,7120,2544,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103005,6120,Invoice 103005,Sale,EU,RETAIL,"-1,000.00",G/L Account,,2545,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103005,2320,Invoice 103005, ,,,"1,000.00",G/L Account,,2546,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103006,6120,Invoice 103006,Sale,EU,RETAIL,"-5,000.00",G/L Account,,2547,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103006,2320,Invoice 103006, ,,,"5,000.00",G/L Account,,2548,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103007,6910,Invoice 103007,Sale,EU,RETAIL,600.00,G/L Account,,2549,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103007,6120,Invoice 103007,Sale,EU,RETAIL,"-4,000.00",G/L Account,,2550,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103007,2320,Invoice 103007, ,,,"3,400.00",G/L Account,,2551,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103008,6910,Invoice 103008,Sale,EU,RETAIL,600.00,G/L Account,,2552,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103008,6120,Invoice 103008,Sale,EU,RETAIL,"-4,000.00",G/L Account,,2553,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103008,2320,Invoice 103008, ,,,"3,400.00",G/L Account,,2554,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103009,6910,Invoice 103009,Sale,EU,RETAIL,"1,200.00",G/L Account,,2555,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103009,6120,Invoice 103009,Sale,EU,RETAIL,"-8,000.00",G/L Account,,2556,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103009,2320,Invoice 103009, ,,,"6,800.00",G/L Account,,2557,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103010,6910,Invoice 103010,Sale,EU,RETAIL,450.00,G/L Account,,2558,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103010,6120,Invoice 103010,Sale,EU,RETAIL,"-4,500.00",G/L Account,,2559,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103010,2320,Invoice 103010, ,,,"4,050.00",G/L Account,,2560,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103011,6220,Invoice 103011,Sale,EU,RAW MAT,"-2,999.94",G/L Account,,2561,0.00,SALES,0, ,"Sales, Raw Materials - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103011,2320,Invoice 103011, ,,,"2,999.94",G/L Account,,2562,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103012,6220,Invoice 103012,Sale,EU,RAW MAT,"-4,000.00",G/L Account,,2563,0.00,SALES,0, ,"Sales, Raw Materials - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103012,2320,Invoice 103012, ,,,"4,000.00",G/L Account,,2564,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103013,6220,Invoice 103013,Sale,EU,RAW MAT,"-5,000.00",G/L Account,,2565,0.00,SALES,0, ,"Sales, Raw Materials - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103013,2320,Invoice 103013, ,,,"5,000.00",G/L Account,,2566,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103014,6220,Invoice 103014,Sale,EU,RAW MAT,-850.00,G/L Account,,2567,0.00,SALES,0, ,"Sales, Raw Materials - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023,Invoice,103014,2320,Invoice 103014, ,,,850.00,G/L Account,,2568,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
05/01/2023, ,2588,8120,"Cleaning Expenses, Dec. 2022",Purchase,NATIONAL,MISC,123.11,G/L Account,2910,2569,0.00,,0, ,Electricity and Heating,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,30.78
05/01/2023, ,2588,5630,"Cleaning Expenses, Dec. 2022", ,,,30.78,G/L Account,,2570,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2588,2910,"Cleaning Expenses, Dec. 2022", ,,,-153.89,G/L Account,8120,2571,0.00,,0, ,Cash,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2589,8110,"Rent, 1st Quarter, 2023",Purchase,NATIONAL,MISC,166.79,Bank Account,WWB-OPERATING,2572,0.00,,0, ,Cleaning,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,41.70
05/01/2023, ,2589,5630,"Rent, 1st Quarter, 2023", ,,,41.70,G/L Account,,2573,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2589,5310,"Rent, 1st Quarter, 2023", ,,,-208.49,G/L Account,8110,2574,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2590,8130,Warehouse Window Replacement 2023,Purchase,NATIONAL,MISC,166.79,G/L Account,2910,2575,0.00,,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,41.70
05/01/2023, ,2590,5630,Warehouse Window Replacement 2023, ,,,41.70,G/L Account,,2576,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2590,2910,Warehouse Window Replacement 2023, ,,,-208.49,G/L Account,8130,2577,0.00,,0, ,Cash,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2591,8420,Dinner with Marsholm Furniture 2023,Purchase,NATIONAL,MISC,166.79,G/L Account,2910,2578,0.00,SALES,0, ,Entertainment and PR,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,41.70
05/01/2023, ,2591,5630,Dinner with Marsholm Furniture 2023, ,,,41.70,G/L Account,,2579,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2591,2910,Dinner with Marsholm Furniture 2023, ,,,-208.49,G/L Account,8420,2580,0.00,SALES,0, ,Cash,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2592,8530,New Tires 2023,Purchase,NATIONAL,MISC,35.58,Bank Account,WWB-OPERATING,2581,0.00,SALES,0, ,Repairs and Maintenance,,,TOYOTA,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,8.90
05/01/2023, ,2592,5630,New Tires 2023, ,,,8.90,G/L Account,,2582,0.00,SALES,0, ,Purchase VAT 25 %,,,TOYOTA,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
05/01/2023, ,2592,5310,New Tires 2023, ,,,-44.48,G/L Account,8530,2583,0.00,SALES,0, ,Revolving Credit,,,TOYOTA,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
06/01/2023,Invoice,2801,6120,Beef House 2023,Sale,EU,RETAIL,"-1,724.50",Customer,49525252,2584,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALESJNL,EUROPE\NAVSNAP,0.00
06/01/2023,Invoice,2801,2320,Beef House 2023, ,,,"1,724.50",G/L Account,6120,2585,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALESJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,108027,7240,Order 106003,Purchase,NATIONAL,RAW MAT,-347.19,G/L Account,,2586,0.00,,0, ,"Disc. Received, Raw Materials",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,-86.81
07/01/2023,Invoice,108027,5630,Order 106003, ,,,-86.81,G/L Account,,2587,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,108027,7210,Order 106003,Purchase,NATIONAL,RAW MAT,"6,943.80",G/L Account,,2588,0.00,,0, ,"Purch., Raw Materials - Dom.",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,"1,735.96"
07/01/2023,Invoice,108027,5630,Order 106003, ,,,"1,735.96",G/L Account,,2589,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,108027,5410,Order 106003, ,,,"-8,245.76",G/L Account,,2590,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2703,7120,VAG - Jürgensen 2023,Purchase,EU,RETAIL,"2,414.30",Vendor,49454647,2591,0.00,,0, ,"Purch., Retail - EU",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,603.58
07/01/2023,Invoice,2703,5630,VAG - Jürgensen 2023, ,,,603.58,G/L Account,,2592,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2703,5620,VAG - Jürgensen 2023, ,,,-603.58,G/L Account,,2593,0.00,,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2703,5420,VAG - Jürgensen 2023, ,,,"-2,414.30",G/L Account,7120,2594,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2707,7120,KKA Büromaschinen Gmbh 2023,Purchase,EU,RETAIL,965.72,Vendor,49494949,2595,0.00,,0, ,"Purch., Retail - EU",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,241.43
07/01/2023,Invoice,2707,5630,KKA Büromaschinen Gmbh 2023, ,,,241.43,G/L Account,,2596,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2707,5620,KKA Büromaschinen Gmbh 2023, ,,,-241.43,G/L Account,,2597,0.00,,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2707,5420,KKA Büromaschinen Gmbh 2023, ,,,-965.72,G/L Account,7120,2598,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,PURCHJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2802,6120,Beef House 2023,Sale,EU,RETAIL,"-1,379.60",Customer,49525252,2599,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALESJNL,EUROPE\NAVSNAP,0.00
07/01/2023,Invoice,2802,2320,Beef House 2023, ,,,"1,379.60",G/L Account,6120,2600,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALESJNL,EUROPE\NAVSNAP,0.00
08/01/2023,Invoice,103015,6910,Order 101001,Sale,NATIONAL,RETAIL,348.17,G/L Account,,2601,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,87.05
08/01/2023,Invoice,103015,5610,Order 101001, ,,,87.05,G/L Account,,2602,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
08/01/2023,Invoice,103015,6110,Order 101001,Sale,NATIONAL,RETAIL,"-6,963.40",G/L Account,,2603,0.00,SALES,0, ,"Sales, Retail - Dom.",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,"-1,740.86"
08/01/2023,Invoice,103015,5610,Order 101001, ,,,"-1,740.86",G/L Account,,2604,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
08/01/2023,Invoice,103015,2310,Order 101001, ,,,"8,269.04",G/L Account,,2605,0.00,SALES,0, ,Customers Domestic,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
09/01/2023,Invoice,2803,6120,Beef House 2023,Sale,EU,RETAIL,"-2,414.30",Customer,49525252,2606,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALESJNL,EUROPE\NAVSNAP,0.00
09/01/2023,Invoice,2803,2320,Beef House 2023, ,,,"2,414.30",G/L Account,6120,2607,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALESJNL,EUROPE\NAVSNAP,0.00
10/01/2023,Invoice,108028,7220,Order 106004,Purchase,EU,RAW MAT,"1,120.24",G/L Account,,2608,0.00,,0, ,"Purch., Raw Materials - EU",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,280.06
10/01/2023,Invoice,108028,5630,Order 106004, ,,,280.06,G/L Account,,2609,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
10/01/2023,Invoice,108028,5620,Order 106004, ,,,-280.06,G/L Account,,2610,0.00,,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
10/01/2023,Invoice,108028,5420,Order 106004, ,,,"-1,120.24",G/L Account,,2611,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
11/01/2023,Payment,2593,5410,Payment 2023, ,,,"72,240.56",Bank Account,WWB-OPERATING,2612,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
11/01/2023,Payment,2593,5310,Payment 2023, ,,,"-72,240.56",Vendor,10000,2613,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
12/01/2023,Credit Memo,109001,7110,Credit Memo 109001,Purchase,NATIONAL,RETAIL,"-28,344.00",G/L Account,,2614,0.00,,0, ,"Purch., Retail - Dom.",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,"-7,086.00"
12/01/2023,Credit Memo,109001,5630,Credit Memo 109001, ,,,"-7,086.00",G/L Account,,2615,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
12/01/2023,Credit Memo,109001,5410,Credit Memo 109001, ,,,"35,430.00",G/L Account,,2616,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
12/01/2023,Payment,2594,2310,Payment 2023, ,,,"-42,315.42",Bank Account,WWB-OPERATING,2617,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
12/01/2023,Payment,2594,5310,Payment 2023, ,,,"42,315.42",Customer,20000,2618,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
12/01/2023,Payment,2594,2310,Payment 2023, ,,,"-25,389.25",Bank Account,WWB-OPERATING,2619,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
12/01/2023,Payment,2594,5310,Payment 2023, ,,,"25,389.25",Customer,20000,2620,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
12/01/2023,Payment,2594,2310,Payment 2023, ,,,"-55,010.04",Bank Account,WWB-OPERATING,2621,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
12/01/2023,Payment,2594,5310,Payment 2023, ,,,"55,010.04",Customer,20000,2622,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
14/01/2023,Invoice,103016,6120,Order 101010,Sale,EU,RETAIL,"-1,602.90",G/L Account,,2623,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
14/01/2023,Invoice,103016,2320,Order 101010, ,,,"1,602.90",G/L Account,,2624,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
14/01/2023,Invoice,103017,6120,Order 101011,Sale,EU,RETAIL,"-2,498.10",G/L Account,,2625,0.00,SALES,0, ,"Sales, Retail - EU",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
14/01/2023,Invoice,103017,2320,Order 101011, ,,,"2,498.10",G/L Account,,2626,0.00,SALES,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
14/01/2023, ,2595,8710,"Salaries, Week 1-2 2023", ,,,769.44,G/L Account,,2627,0.00,SALES,0, ,Wages,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
14/01/2023, ,2595,8710,"Salaries, Week 1-2 2023", ,,,230.83,G/L Account,,2628,0.00,PROD,0, ,Wages,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
14/01/2023, ,2595,5310,"Salaries, Week 1-2 2023", ,,,"-1,000.27",G/L Account,,2629,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,GENJNL,EUROPE\NAVSNAP,0.00
15/01/2023,Invoice,108029,7110,Order 106005,Purchase,NATIONAL,RETAIL,"15,600.00",G/L Account,,2630,0.00,,0, ,"Purch., Retail - Dom.",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,"3,900.00"
15/01/2023,Invoice,108029,5630,Order 106005, ,,,"3,900.00",G/L Account,,2631,0.00,,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
15/01/2023,Invoice,108029,5410,Order 106005, ,,,"-19,500.00",G/L Account,,2632,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
15/01/2023,Invoice,103018,6910,Order 101004,Sale,NATIONAL,RETAIL,19.48,G/L Account,,2633,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,4.87
15/01/2023,Invoice,103018,5610,Order 101004, ,,,4.87,G/L Account,,2634,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
15/01/2023,Invoice,103018,6110,Order 101004,Sale,NATIONAL,RETAIL,-649.40,G/L Account,,2635,0.00,SALES,0, ,"Sales, Retail - Dom.",,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,-162.35
15/01/2023,Invoice,103018,5610,Order 101004, ,,,-162.35,G/L Account,,2636,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
15/01/2023,Invoice,103018,2310,Order 101004, ,,,787.40,G/L Account,,2637,0.00,SALES,0, ,Customers Domestic,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
15/01/2023,Credit Memo,104001,6910,Credit Memo 104001,Sale,NATIONAL,RETAIL,-12.33,G/L Account,,2638,0.00,SALES,0, ,Discount Granted,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,-3.08
15/01/2023,Credit Memo,104001,5610,Credit Memo 104001, ,,,-3.08,G/L Account,,2639,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,SALES,EUROPE\NAVSNAP,0.00
